date,SJC_GOLD_VND,EXRATE_VNDPUSD,GOLD_W_USD,CPI,IR,lGOLD_SJC,lEXRATE,lGOLD_W,lCPI,dlGOLD_SJC,dlEXRATE,dlGOLD_W,dlCPI,dIR,D_covid,D_sbv24
2021-02-01,54100000.0,23014.25,1728.0999755859375,117.79646562936863,4.0,17.80634474381671,10.043868868277388,7.454777803932255,4.768958267621106,-0.018315530306434624,-0.002289435422902386,-0.06670261506449382,0.001515073097261066,0.0,1,0
2021-03-01,55200000.0,23057.0,1713.800048828125,117.97507115144201,4.0,17.826473511247325,10.045724689956613,7.446468434726164,4.770473340718368,0.020128767430616534,0.0018558216792250448,-0.008309369206091155,0.0015150730972619542,0.0,1,0
2021-04-01,55100000.0,23068.136363636364,1767.300048828125,118.15394747903018,4.0,17.824660274123143,10.046207566094473,7.477208264824408,4.77198841381563,-0.00181323712418191,0.0004828761378607993,0.030739830098243992,0.0015150730972619542,0.0,1,0
2021-05-01,55800000.0,23051.333333333332,1902.5,118.33309502273426,4.0,17.837284427351538,10.04547889201574,7.550924089735841,4.773503486912892,0.012624153228394164,-0.0007286740787328938,0.07371582491143336,0.0015150730972619542,0.0,1,0
2021-06-01,56600000.0,22995.272727272728,1770.800048828125,118.51251419377792,4.0,17.85151954317341,10.043043940189525,7.479186728432034,4.775018560010153,0.014235115821872313,-0.002434951826215226,-0.07173736130380703,0.001515073097261066,0.0,1,0
2021-07-01,57200000.0,23004.727272727272,1812.5999755859375,118.69220540400835,4.0,17.862064456350026,10.043455007388989,7.502517544151597,4.776533633107415,0.010544913176616433,0.00041106719946348846,0.023330815719562636,0.0015150730972619542,0.0,1,0
2021-08-01,57000000.0,22846.454545454544,1783.9500122070312,118.87216906589718,4.0,17.858561825798823,10.036551222158936,7.486585292684062,4.778048706204677,-0.0035026305512033673,-0.006903785230052861,-0.015932251467535075,0.0015150730972619542,0.0,1,0
2021-09-01,57100000.0,22759.636363636364,1755.300048828125,119.05240559254146,4.0,17.86031467462624,10.032743911119503,7.470395089279838,4.779563779301939,0.001752848827415221,-0.0038073110394325482,-0.016190203404224057,0.0015150730972619542,0.0,1,0
2021-10-01,58100000.0,22753.95238095238,1783.0,119.23291539766457,4.0,17.87767622182214,10.032494140320482,7.48605261786314,4.7810788523992,0.01736154719590033,-0.00024977079902122057,0.015657528583302494,0.001515073097261066,0.0,1,0
2021-11-01,57900000.0,22676.045454545456,1773.5999755859375,119.41369889561717,4.0,17.874227942543225,10.029064379964387,7.4807666445368435,4.782593925496462,-0.0034482792789134464,-0.0034297603560951018,-0.005285973326296656,0.0015150730972619542,0.0,1,0
2021-12-01,60800000.0,22909.608695652172,1827.5,119.5947565013782,4.0,17.923100346936394,10.039311695234113,7.510704191623933,4.784108998593724,0.04887240439316898,0.010247315269726442,0.029937547087089733,0.0015150730972619542,0.0,1,0
2022-01-01,61400000.0,22693.714285714286,1795.0,119.9048798094325,4.0,17.93292039311737,10.029843261411555,7.492760300922379,4.7866987601997195,0.00982004618097676,-0.009468433822558353,-0.01794389070155411,0.0025897616059955553,0.0,1,0
2022-02-01,62400000.0,22737.0,1899.4000244140625,120.21580730379908,4.0,17.949075833339656,10.031748832480138,7.549293338662418,4.789288521805716,0.016155440222284767,0.001905571068583356,0.056533037740038594,0.0025897616059964434,0.0,1,0
2022-03-01,68400000.0,22855.478260869564,1949.199951171875,120.52754106982789,4.0,18.040883382592778,10.036946116421746,7.57517428591901,4.791878283411712,0.09180754925312229,0.005197283941607012,0.02588094725659218,0.0025897616059964434,0.0,1,0
2022-04-01,69700000.0,22911.666666666668,1909.300048828125,120.84008319827643,4.0,18.05971087573075,10.03940152123741,7.554491987293255,4.794468045017708,0.01882749313797305,0.0024554048156648633,-0.020682298625755102,0.0025897616059955553,0.0,1,0
2022-05-01,68500000.0,23086.727272727272,1856.7000122070312,121.1534357853238,4.0,18.042344303232454,10.047013154439085,7.52655600398801,4.797057806623704,-0.017366572498296762,0.0076116332016749055,-0.027935983305244605,0.0025897616059964434,0.0,1,0
2022-06-01,67600000.0,23215.863636363636,1804.0999755859375,121.4676009325847,4.0,18.029118541013194,10.052591101414594,7.497817117926213,4.7996475682297,-0.013225762219260417,0.005577946975508397,-0.028738886061796975,0.0025897616059955553,0.0,1,0
2022-07-01,66700000.0,23378.904761904763,1762.9000244140625,121.78258074712363,4.0,18.01571551088585,10.059589388843454,7.474715473140505,4.802237329835696,-0.013403030127342674,0.00699828742886055,-0.023101644785707975,0.0025897616059964434,0.0,1,0
2022-08-01,66900000.0,23400.869565217392,1712.800048828125,122.0983773414689,4.0,18.01870952509846,10.06052846156207,7.445884765783252,4.804827091441692,0.0029940142126072544,0.0009390727186158188,-0.028830707357252905,0.0025897616059955553,0.0,1,0
2022-09-01,66700000.0,23626.136363636364,1662.4000244140625,122.4149928336269,5.0,18.01571551088585,10.070108851253273,7.416017635030997,4.807416853047688,-0.0029940142126072544,0.00958038969120345,-0.029867130752255555,0.0025897616059964434,1.0,1,0
2022-10-01,66700000.0,24326.904761904763,1635.9000244140625,122.7324293470962,6.0,18.01571551088585,10.099338208691728,7.399948405524059,4.810006614653685,0.0,0.029229357438454784,-0.016069229506937788,0.0025897616059964434,1.0,1,0
2022-11-01,67200000.0,24810.909090909092,1746.0,123.05068901088191,6.0,18.023183805493378,10.119038718130989,7.465082736399547,4.81259637625968,0.007468294607527071,0.019700509439260827,0.06513433087548837,0.0025897616059955553,0.0,1,0
2022-12-01,66500000.0,23738.18181818182,1819.699951171875,123.36977395950987,6.0,18.012712505626084,10.074840077959509,7.506426904486133,4.815186137865677,-0.010471299867294448,-0.04419864017148001,0.04134416808658603,0.0025897616059964434,0.0,1,0
2023-01-01,66200000.0,23459.045454545456,1824.2999877929688,123.69931310363283,6.0,18.008191020907237,10.063011433167635,7.508951624102823,4.817853726461705,-0.0045214847188468354,-0.01182864479187451,0.0025247196166899855,0.0026675885960285584,0.0,1,0
2023-02-01,66100000.0,23638.7,1828.9000244140625,124.02973249616693,6.0,18.006679304821915,10.070640478468182,7.511469985559572,4.820521315057735,-0.001511716085321524,0.007629045300546977,0.0025183614567483303,0.0026675885960294465,0.0,1,0
2023-03-01,66800000.0,23579.347826086956,1969.0,124.3610344883875,6.0,18.017213638506874,10.068126515782113,7.585281078639126,4.823188903653763,0.010534333684958597,-0.002513962686068183,0.07381109307955391,0.0026675885960285584,0.0,1,0
2023-04-01,66700000.0,23464.8,1990.0999755859375,124.6932214378505,5.5,18.01571551088585,10.06325670485957,7.59594015544451,4.825856492249792,-0.00149812762102286,-0.004869810922542683,0.010659076805384693,0.0026675885960285584,-0.5,1,0
2023-05-01,66900000.0,23458.217391304348,1963.9000244140625,125.02629570840926,5.0,18.01870952509846,10.062976134295068,7.5826875835525955,4.8285240808458205,0.0029940142126072544,-0.0002805705645023693,-0.013252571891914755,0.0026675885960285584,-0.5,1,0
2023-06-01,65600000.0,23510.409090909092,1921.0999755859375,125.36025967023136,5.0,17.999086253914317,10.065198542101955,7.56065320492602,4.83119166944185,-0.01962327118414109,0.0022224078068866504,-0.02203437862657509,0.0026675885960294465,0.0,1,0
2023-07-01,66900000.0,23665.666666666668,1970.5,125.69511569981539,4.5,18.01870952509846,10.071780612941511,7.586042596635059,4.8338592580378785,0.01962327118414109,0.006582070839556309,0.0253893917090382,0.0026675885960285584,-0.5,1,0
2023-08-01,66100000.0,23873.652173913044,1938.199951171875,126.03086618000796,4.5,18.006679304821915,10.080530710306707,7.569514961107938,4.836526846633907,-0.012030220276542991,0.008750097365195941,-0.016527635527120665,0.0026675885960285584,0.0,1,0
2023-09-01,66500000.0,24220.47619047619,1848.0999755859375,126.3675135000206,4.5,18.012712505626084,10.094953677957415,7.521913350081353,4.8391944352299365,0.006033200804168359,0.014422967650707719,-0.04760161102658511,0.0026675885960294465,0.0,1,0
2023-10-01,66600000.0,24477.863636363636,1943.0999755859375,126.70506005544682,4.5,18.014215135510618,10.105524463061649,7.57203990229249,4.841862023825965,0.0015026298845342012,0.010570785104233593,0.05012655221113693,0.0026675885960285584,0.0,1,0
2023-11-01,69900000.0,24313.0,2038.0999755859375,127.04350824827908,4.5,18.06257620720404,10.098766465702033,7.619773268313499,4.844529612421994,0.048361071693420854,-0.006757997359615686,0.04773336602100908,0.0026675885960285584,0.0,1,0
2023-12-01,72000000.0,24278.761904761905,2062.39990234375,127.38286048692594,4.5,18.09217667698033,10.097357251482912,7.631625584834141,4.847197201018023,0.02960046977629105,-0.0014092142191213242,0.011852316520641892,0.0026675885960294465,0.0,1,0
2024-01-01,74800000.0,24460.217391304348,2048.39990234375,127.76101235630779,4.5,18.130328442944705,10.10480329682654,7.62481423191399,4.850161427766313,0.03815176596437553,0.007446045343629137,-0.006811352920150782,0.0029642267482898887,0.0,1,1
2024-02-01,77700000.0,24484.04761904762,2045.699951171875,128.14028681656075,4.5,18.168365815337875,10.105777066873808,7.6234952843260535,4.853125654514604,0.03803737239316973,0.000973770047266953,-0.001318947587936492,0.002964226748290777,0.0,1,1
2024-03-01,80700000.0,24715.428571428572,2217.39990234375,128.52068720023547,4.5,18.206249133240178,10.115182966130005,7.7040905732973695,4.8560898812628945,0.03788331790230259,0.009405899256197614,0.08059528897131596,0.002964226748290777,0.0,1,1
2024-04-01,85000000.0,25170.68181818182,2291.39990234375,128.9022168497757,4.5,18.258161814454592,10.133435176287774,7.736918220840929,4.859054108011185,0.05191268121441439,0.0182522101577689,0.03282764754355938,0.002964226748290777,0.0,1,1
2024-05-01,88500000.0,25433.739130434784,2322.89990234375,129.28487911754766,4.5,18.298513109978156,10.143831883802244,7.750571642020127,4.862018334759475,0.04035129552356409,0.010396707514470194,0.013653421179197878,0.0029642267482898887,0.0,1,1
